"UKPRN","Institution","Subject","Level","Question number","answered 1","answered 2","answered 3","answered 4","answered 5","N/A","Confidence interval - min","Actual value","Confidence interval - max","Number of Respondents","Sample size","Two years aggregate data?"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q4",0%,4%,4%,51%,42%,0,74%,92%,98%,27,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q5",4%,5%,8%,38%,46%,0,63%,84%,94%,27,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q6",4%,9%,4%,46%,38%,0,63%,84%,94%,27,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q7",8%,8%,11%,43%,30%,0,52%,73%,87%,27,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q8",4%,5%,4%,34%,53%,0,68%,87%,96%,27,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q9",0%,9%,8%,47%,36%,1,62%,83%,94%,26,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q10",4%,0%,15%,47%,34%,0,60%,81%,92%,27,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q11",4%,4%,4%,32%,57%,0,69%,89%,96%,27,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q12",0%,12%,16%,37%,36%,1,51%,72%,87%,26,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q13",0%,4%,16%,25%,55%,1,59%,80%,92%,26,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q14",0%,5%,4%,28%,63%,1,71%,91%,98%,26,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q15",0%,0%,8%,43%,49%,0,74%,92%,98%,27,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q16",17%,9%,13%,31%,30%,3,39%,61%,80%,24,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q17",16%,12%,12%,38%,21%,2,38%,59%,77%,25,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q18",21%,5%,21%,32%,21%,8,30%,53%,74%,19,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q19",4%,4%,0%,47%,46%,0,74%,92%,98%,27,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q20",4%,4%,8%,39%,46%,0,65%,85%,94%,27,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q21",4%,4%,4%,62%,27%,0,69%,89%,96%,27,47,"Y"
10007139,"UNIVERSITY OF WORCESTER","(L3.105) Academic studies in Education","First degree","Q22",0%,4%,8%,24%,65%,0,69%,89%,96%,27,47,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q1",0%,0%,4%,32%,64%,0,78%,96%,99%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q2",0%,4%,12%,36%,48%,0,63%,84%,94%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q3",0%,4%,0%,28%,68%,0,78%,96%,99%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q4",0%,0%,0%,64%,36%,0,84%,100%,100%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q5",0%,0%,0%,28%,72%,0,84%,100%,100%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q6",0%,8%,0%,28%,64%,0,73%,92%,98%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q7",0%,0%,8%,56%,36%,0,73%,92%,98%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q8",0%,0%,4%,36%,60%,0,78%,96%,99%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q9",0%,0%,8%,48%,44%,0,73%,92%,98%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q10",0%,0%,8%,32%,60%,0,73%,92%,98%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q11",0%,4%,4%,36%,56%,0,73%,92%,98%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q12",0%,0%,8%,32%,60%,0,73%,92%,98%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q13",0%,8%,8%,44%,40%,0,63%,84%,94%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q14",0%,4%,8%,44%,44%,0,68%,88%,96%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q15",0%,0%,8%,40%,52%,0,73%,92%,98%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q16",8%,4%,0%,24%,64%,0,68%,88%,96%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q17",4%,8%,0%,32%,56%,0,68%,88%,96%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q18",0%,0%,13%,46%,42%,1,67%,88%,96%,24,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q19",0%,0%,4%,40%,56%,0,78%,96%,99%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q20",0%,0%,4%,44%,52%,0,78%,96%,99%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q21",0%,0%,12%,32%,56%,0,68%,88%,96%,25,40,"Y"
10007140,"BIRMINGHAM CITY UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Q22",0%,0%,0%,48%,52%,0,84%,100%,100%,25,40,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q1",0%,4%,0%,96%,0%,0,77%,96%,99%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q2",0%,4%,25%,67%,4%,0,49%,71%,86%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q3",0%,4%,29%,54%,13%,0,45%,67%,83%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q4",0%,8%,17%,54%,21%,0,53%,75%,89%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q5",4%,13%,25%,33%,25%,0,37%,58%,77%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q6",0%,13%,25%,58%,4%,0,41%,63%,80%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q7",8%,17%,29%,42%,4%,0,26%,46%,67%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q8",4%,8%,8%,63%,17%,0,57%,79%,92%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q9",4%,13%,33%,38%,13%,0,30%,50%,70%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q10",4%,13%,17%,46%,21%,0,45%,67%,83%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q11",4%,17%,13%,46%,21%,0,45%,67%,83%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q12",4%,8%,21%,50%,17%,0,45%,67%,83%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q13",0%,13%,13%,38%,38%,0,53%,75%,89%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q14",8%,13%,17%,25%,38%,0,41%,63%,80%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q15",0%,21%,8%,42%,29%,0,49%,71%,86%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q16",9%,4%,4%,43%,39%,1,60%,83%,94%,23,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q17",0%,17%,8%,38%,38%,0,53%,75%,89%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q18",0%,5%,18%,55%,23%,2,54%,77%,91%,22,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q19",0%,13%,29%,50%,8%,0,37%,58%,77%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q20",0%,8%,42%,21%,29%,0,30%,50%,70%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q21",0%,8%,25%,54%,13%,0,45%,67%,83%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.19) Psychology","First degree","Q22",0%,8%,13%,54%,25%,0,57%,79%,92%,24,32,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q1",3%,13%,8%,62%,15%,0,60%,77%,88%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q2",8%,8%,21%,49%,15%,0,47%,64%,78%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q3",3%,8%,21%,56%,13%,0,52%,69%,82%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q4",5%,15%,13%,44%,23%,0,49%,67%,80%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q5",10%,13%,21%,31%,26%,0,39%,56%,72%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q6",5%,8%,13%,46%,28%,0,57%,74%,86%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q7",21%,23%,21%,26%,10%,0,22%,36%,53%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q8",8%,18%,18%,36%,21%,0,39%,56%,72%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q9",5%,21%,13%,31%,31%,0,44%,62%,76%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q10",3%,15%,10%,33%,38%,0,54%,72%,84%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q11",5%,8%,10%,36%,41%,0,60%,77%,88%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q12",3%,5%,18%,36%,38%,0,57%,74%,86%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q13",5%,10%,5%,38%,41%,0,63%,79%,90%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q14",5%,5%,18%,45%,26%,1,53%,71%,84%,38,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q15",5%,15%,15%,36%,28%,0,47%,64%,78%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q16",0%,0%,0%,31%,69%,0,89%,100%,100%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q17",3%,5%,0%,46%,46%,0,78%,92%,98%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q18",8%,8%,10%,26%,49%,0,57%,74%,86%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q19",0%,10%,23%,33%,33%,0,49%,67%,80%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q20",3%,10%,10%,44%,33%,0,60%,77%,88%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q21",0%,15%,10%,44%,31%,0,57%,74%,86%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.35) Computer Science","First degree","Q22",8%,5%,10%,49%,28%,0,60%,77%,88%,39,54,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q1",3%,3%,24%,52%,17%,0,49%,69%,84%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q2",3%,14%,21%,55%,7%,0,42%,62%,79%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q3",0%,7%,24%,52%,17%,0,49%,69%,84%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q4",3%,7%,24%,48%,17%,0,45%,66%,81%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q5",3%,17%,17%,48%,14%,0,42%,62%,79%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q6",7%,7%,24%,59%,3%,0,42%,62%,79%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q7",14%,18%,25%,36%,7%,1,25%,43%,63%,28,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q8",7%,21%,17%,45%,10%,0,36%,55%,73%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q9",10%,24%,24%,38%,3%,0,24%,41%,61%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q10",0%,10%,28%,52%,10%,0,42%,62%,79%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q11",7%,3%,10%,52%,28%,0,60%,79%,91%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q12",7%,7%,21%,46%,18%,1,44%,64%,81%,28,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q13",10%,3%,17%,38%,31%,0,49%,69%,84%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q14",10%,34%,17%,24%,14%,0,21%,38%,58%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q15",10%,24%,24%,31%,10%,0,24%,41%,61%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q16",0%,0%,10%,48%,41%,0,71%,90%,97%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q17",0%,7%,14%,38%,41%,0,60%,79%,91%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q18",4%,4%,32%,28%,32%,4,39%,60%,78%,25,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q19",0%,3%,41%,41%,14%,0,36%,55%,73%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q20",0%,7%,28%,48%,17%,0,45%,66%,81%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q21",0%,10%,38%,34%,17%,0,33%,52%,70%,29,45,"Y"
10007141,"UNIVERSITY OF CENTRAL LANCASHIRE","(L3.48) Building","First degree","Q22",3%,7%,17%,55%,17%,0,52%,72%,86%,29,45,"Y"
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q1",4%,9%,9%,76%,2%,0,63%,78%,88%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q2",4%,17%,20%,57%,2%,0,43%,59%,73%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q3",7%,4%,20%,63%,7%,0,54%,70%,82%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q4",7%,11%,20%,52%,11%,0,47%,63%,77%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q5",2%,13%,24%,46%,15%,0,45%,61%,75%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q6",13%,11%,15%,57%,4%,0,45%,61%,75%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q7",20%,30%,28%,17%,4%,0,12%,22%,37%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q8",11%,26%,13%,48%,2%,0,35%,50%,65%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q9",11%,30%,26%,30%,2%,0,20%,33%,49%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q10",9%,9%,7%,67%,9%,0,60%,76%,87%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q11",4%,13%,11%,61%,11%,0,56%,72%,84%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q12",2%,4%,28%,57%,9%,0,49%,65%,78%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q13",4%,11%,7%,57%,22%,0,63%,78%,88%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q14",15%,11%,20%,43%,11%,0,39%,54%,69%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q15",9%,13%,15%,57%,7%,0,47%,63%,77%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q16",2%,2%,11%,59%,26%,0,70%,85%,93%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q17",0%,0%,2%,48%,50%,0,87%,98%,100%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q18",5%,0%,28%,47%,21%,3,51%,67%,81%,43,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q19",4%,9%,22%,59%,7%,0,49%,65%,78%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q20",7%,9%,24%,54%,7%,0,45%,61%,75%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q21",4%,15%,28%,46%,7%,0,37%,52%,67%,46,68,
10007146,"UNIVERSITY OF GREENWICH","(L3.48) Building","First degree","Q22",4%,9%,13%,70%,4%,0,58%,74%,85%,46,68,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q1",0%,13%,4%,65%,17%,0,60%,83%,94%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q2",0%,4%,13%,48%,35%,0,60%,83%,94%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q3",0%,4%,4%,52%,39%,0,71%,91%,98%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q4",0%,0%,4%,48%,48%,0,76%,96%,99%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q5",0%,13%,22%,48%,17%,0,43%,65%,82%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q6",9%,13%,4%,57%,17%,0,51%,74%,88%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q7",18%,0%,18%,45%,18%,1,41%,64%,82%,22,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q8",17%,9%,22%,30%,22%,0,31%,52%,72%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q9",13%,17%,4%,43%,22%,0,43%,65%,82%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q10",0%,26%,13%,30%,30%,0,39%,61%,79%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q11",4%,17%,4%,35%,39%,0,51%,74%,88%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q12",0%,10%,30%,20%,40%,3,37%,60%,80%,20,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q13",9%,4%,13%,57%,17%,0,51%,74%,88%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q14",22%,26%,4%,26%,22%,0,28%,48%,69%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q15",22%,22%,13%,30%,13%,0,24%,43%,65%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q16",0%,4%,17%,30%,48%,0,56%,78%,91%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q17",4%,4%,4%,39%,48%,0,65%,87%,96%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q18",5%,14%,18%,27%,36%,1,41%,64%,82%,22,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q19",0%,4%,17%,48%,30%,0,56%,78%,91%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q20",0%,5%,23%,23%,50%,1,50%,73%,88%,22,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q21",0%,5%,14%,36%,45%,1,59%,82%,93%,22,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Q22",4%,13%,13%,43%,26%,0,47%,70%,85%,23,37,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q1",0%,0%,2%,56%,42%,0,88%,98%,100%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q2",2%,0%,2%,48%,48%,0,85%,96%,99%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q3",0%,0%,0%,28%,72%,0,91%,100%,100%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q4",2%,0%,2%,48%,48%,0,85%,96%,99%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q5",0%,2%,4%,44%,50%,0,82%,94%,98%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q6",2%,0%,4%,57%,37%,1,82%,94%,98%,49,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q7",8%,4%,14%,54%,20%,0,59%,74%,85%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q8",0%,2%,8%,48%,42%,0,77%,90%,96%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q9",2%,10%,4%,52%,32%,0,70%,84%,92%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q10",0%,2%,12%,56%,30%,0,72%,86%,94%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q11",2%,4%,6%,43%,45%,1,74%,88%,95%,49,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q12",0%,4%,13%,56%,27%,2,69%,83%,92%,48,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q13",2%,4%,4%,28%,62%,0,77%,90%,96%,50,84,
10007147,"UNIVERSITY OF HERTFORDSHIRE","(L3.105) Academic studies in Education","Other undergraduate","Q14",2%,8%,4%,38%,48%,0,72%,86%,94%,50,84,
