"UKPRN","Institution","Subject","Level","Mode ","First class honours","Upper second class honours","Lower / undivided second class honours","Other honours / pass","Ordinary degree","Not subject to classification","Two years aggregate data?"
10007151,"UNIVERSITY OF LINCOLN","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",5%,35%,40%,15%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.18) Sports Science","First degree","Full-time",5%,27%,53%,16%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.19) Psychology","First degree","Full-time",8%,54%,36%,2%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.21) Animal Science","First degree","Full-time",15%,35%,35%,10%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","First degree","Full-time",5%,50%,40%,5%,0%,0%,"Y"
10007151,"UNIVERSITY OF LINCOLN","(L3.27) Forensic and Archaeological Science","First degree","Full-time",3%,45%,45%,6%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.35) Computer Science","First degree","Full-time",16%,40%,34%,10%,0%,1%,
10007151,"UNIVERSITY OF LINCOLN","(L3.47) Architecture","First degree","Full-time",7%,42%,42%,9%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.53) Politics","First degree","Full-time",5%,50%,35%,5%,0%,0%,"Y"
10007151,"UNIVERSITY OF LINCOLN","(L3.54) Sociology","First degree","Full-time",5%,46%,43%,6%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.58) Social Work","First degree","Full-time",6%,46%,46%,2%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.58) Social Work","First degree","Part-time",15%,44%,37%,2%,0%,2%,
10007151,"UNIVERSITY OF LINCOLN","(L3.60) Law","First degree","Full-time",2%,33%,56%,9%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.61) Business studies","First degree","Full-time",6%,41%,43%,9%,0%,1%,
10007151,"UNIVERSITY OF LINCOLN","(L3.62) Marketing","First degree","Full-time",5%,59%,30%,5%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.63) Management studies","First degree","Full-time",15%,72%,13%,0%,0%,0%,"Y"
10007151,"UNIVERSITY OF LINCOLN","(L3.63) Management studies","First degree","Part-time",25%,60%,5%,5%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.64) Human Resource Management","First degree","Full-time",15%,60%,20%,0%,0%,0%,"Y"
10007151,"UNIVERSITY OF LINCOLN","(L3.66) Accounting","First degree","Full-time",20%,30%,45%,5%,0%,0%,"Y"
10007151,"UNIVERSITY OF LINCOLN","(L3.67) Tourism, Transport and Travel","First degree","Full-time",5%,45%,45%,10%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.69) Media studies","First degree","Full-time",19%,61%,17%,3%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.71) Publicity studies","First degree","Full-time",6%,70%,21%,4%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.73) Journalism","First degree","Full-time",16%,61%,19%,3%,0%,1%,
10007151,"UNIVERSITY OF LINCOLN","(L3.75) English studies","First degree","Full-time",5%,71%,23%,2%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.83) Others in European Languages and Area studies","First degree","Full-time",5%,55%,35%,0%,0%,0%,"Y"
10007151,"UNIVERSITY OF LINCOLN","(L3.90) History","First degree","Full-time",5%,44%,45%,6%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.95) Fine Art","First degree","Full-time",21%,50%,20%,8%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.96) Design studies","First degree","Full-time",9%,33%,47%,11%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.98) Drama","First degree","Full-time",10%,64%,24%,2%,0%,0%,
10007151,"UNIVERSITY OF LINCOLN","(L3.100) Cinematics and Photography","First degree","Full-time",10%,45%,35%,5%,0%,0%,"Y"
10007151,"UNIVERSITY OF LINCOLN","(L3.102) Others in Creative Arts and Design","First degree","Full-time",10%,35%,40%,15%,0%,0%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.05) Nursing","First degree","Full-time",10%,30%,50%,10%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.05) Nursing","First degree","Part-time",5%,50%,20%,30%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.06) Complementary Medicine","First degree","Full-time",0%,0%,0%,100%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",5%,45%,40%,5%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.18) Sports Science","First degree","Full-time",5%,39%,48%,7%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.19) Psychology","First degree","Full-time",15%,50%,25%,10%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.35) Computer Science","First degree","Full-time",4%,35%,48%,13%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.35) Computer Science","First degree","Part-time",10%,10%,30%,55%,0%,0%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.54) Sociology","First degree","Full-time",6%,46%,40%,7%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.57) Others in Social studies","First degree","Full-time",0%,35%,20%,45%,0%,0%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.58) Social Work","First degree","Full-time",6%,48%,43%,3%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.58) Social Work","First degree","Part-time",0%,20%,30%,50%,0%,0%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.60) Law","First degree","Full-time",3%,56%,35%,6%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.61) Business studies","First degree","Full-time",1%,42%,52%,5%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.61) Business studies","First degree","Part-time",0%,25%,55%,25%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.62) Marketing","First degree","Full-time",3%,35%,59%,3%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.63) Management studies","First degree","Full-time",13%,43%,38%,7%,0%,0%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.64) Human Resource Management","First degree","Full-time",5%,40%,45%,10%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.66) Accounting","First degree","Full-time",7%,53%,40%,0%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.67) Tourism, Transport and Travel","First degree","Full-time",5%,40%,49%,6%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.68) Others in Business and Administrative studies","First degree","Full-time",5%,40%,45%,15%,0%,0%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.69) Media studies","First degree","Full-time",20%,55%,30%,0%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.73) Journalism","First degree","Full-time",10%,50%,35%,5%,0%,0%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.75) English studies","First degree","Full-time",15%,55%,25%,5%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.96) Design studies","First degree","Full-time",15%,30%,40%,15%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.98) Drama","First degree","Full-time",5%,58%,32%,5%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.99) Dance","First degree","Full-time",5%,50%,40%,0%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.105) Academic studies in Education","First degree","Full-time",0%,40%,50%,10%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.106) Others in Education","First degree","Full-time",9%,49%,35%,6%,0%,0%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.106) Others in Education","First degree","Part-time",3%,51%,37%,8%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.108) Initial Teacher Training","First degree","Full-time",5%,39%,47%,9%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.01) Medicine","First degree","Full-time",0%,2%,1%,0%,0%,97%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",21%,66%,13%,0%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Full-time",18%,61%,19%,1%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.05) Nursing","First degree","Full-time",15%,70%,15%,0%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.05) Nursing","First degree","Part-time",15%,47%,32%,6%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.07) Nutrition","First degree","Full-time",9%,48%,37%,5%,1%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.11) Others in Subjects allied to Medicine","First degree","Part-time",20%,70%,10%,0%,0%,0%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.12) Biology","First degree","Full-time",20%,50%,27%,2%,2%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.13) Zoology","First degree","Full-time",15%,55%,25%,0%,0%,0%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.14) Genetics","First degree","Full-time",10%,45%,30%,15%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.15) Microbiology","First degree","Full-time",10%,40%,35%,5%,15%,0%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.16) Molecular Biology, Biophysics and Biochemistry","First degree","Full-time",16%,46%,23%,10%,5%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.19) Psychology","First degree","Full-time",20%,69%,9%,1%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.21) Animal Science","First degree","Full-time",15%,65%,20%,0%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.25) Chemistry","First degree","Full-time",29%,42%,23%,5%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.26) Physics and Astronomy","First degree","Full-time",37%,32%,20%,11%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",17%,74%,7%,2%,1%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.32) Mathematics and Statistics","First degree","Full-time",28%,38%,22%,11%,1%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.35) Computer Science","First degree","Full-time",22%,24%,33%,20%,1%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",30%,41%,23%,3%,3%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",30%,46%,18%,4%,2%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.41) Civil Engineering","First degree","Full-time",23%,35%,28%,11%,3%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.42) Chemical, Process and Energy Engineering","First degree","Full-time",17%,43%,25%,14%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.46) Others in Technology","First degree","Full-time",15%,25%,50%,5%,10%,0%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.47) Architecture","First degree","Full-time",22%,37%,28%,13%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.51) Others in Architecture, Building and Planning","First degree","Full-time",35%,45%,15%,5%,0%,0%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.52) Economics","First degree","Full-time",18%,56%,22%,4%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.53) Politics","First degree","Full-time",15%,73%,12%,1%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.54) Sociology","First degree","Full-time",9%,56%,32%,4%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.55) Social Policy","First degree","Full-time",20%,50%,20%,10%,0%,0%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.59) Human and Social Geography","First degree","Full-time",14%,76%,9%,1%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.60) Law","First degree","Full-time",8%,63%,26%,3%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.61) Business studies","First degree","Full-time",5%,15%,30%,5%,45%,0%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.63) Management studies","First degree","Full-time",12%,60%,22%,4%,1%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.65) Finance","First degree","Full-time",20%,50%,20%,10%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.66) Accounting","First degree","Full-time",20%,50%,20%,10%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.75) English studies","First degree","Full-time",17%,72%,11%,0%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.76) American and Australasian studies","First degree","Full-time",8%,63%,25%,3%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.78) Classics","First degree","Full-time",25%,60%,15%,0%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.79) French studies","First degree","Full-time",7%,75%,18%,0%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.80) German and Scandinavian studies","First degree","Full-time",10%,65%,20%,0%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.82) Iberian studies","First degree","Full-time",5%,70%,25%,0%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.83) Others in European Languages and Area studies","First degree","Full-time",7%,70%,23%,0%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.87) Asian studies","First degree","Full-time",15%,60%,25%,5%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.90) History","First degree","Full-time",16%,75%,9%,0%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.91) Archaeology","First degree","Full-time",10%,65%,25%,0%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.93) Philosophy","First degree","Full-time",7%,58%,32%,3%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.94) Theology and Religious studies","First degree","Full-time",19%,58%,21%,0%,2%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.97) Music","First degree","Full-time",15%,70%,10%,0%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.100) Cinematics and Photography","First degree","Full-time",10%,60%,30%,5%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Full-time",3%,30%,54%,13%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Part-time",0%,0%,65%,35%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.05) Nursing","First degree","Full-time",5%,45%,30%,20%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.05) Nursing","First degree","Part-time",5%,55%,35%,5%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.10) Medical Technology","First degree","Full-time",24%,54%,22%,0%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.12) Biology","First degree","Full-time",13%,39%,39%,9%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.17) Others in Biological Sciences","First degree","Full-time",10%,35%,43%,12%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.17) Others in Biological Sciences","First degree","Part-time",0%,45%,35%,20%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.18) Sports Science","First degree","Full-time",5%,42%,42%,11%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.19) Psychology","First degree","Full-time",6%,60%,29%,5%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.28) Geology","First degree","Full-time",8%,31%,39%,21%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",8%,47%,40%,5%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.32) Mathematics and Statistics","First degree","Full-time",15%,30%,40%,10%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.35) Computer Science","First degree","Full-time",7%,36%,35%,23%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.35) Computer Science","First degree","Part-time",0%,10%,10%,80%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",24%,39%,16%,8%,10%,2%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",14%,26%,28%,23%,0%,9%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.41) Civil Engineering","First degree","Full-time",8%,29%,38%,5%,0%,21%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.43) Others in Engineering","First degree","Part-time",30%,45%,15%,10%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.46) Others in Technology","First degree","Full-time",10%,40%,35%,15%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.47) Architecture","First degree","Full-time",3%,41%,46%,10%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.48) Building","First degree","Full-time",10%,40%,30%,20%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.51) Others in Architecture, Building and Planning","First degree","Full-time",15%,50%,25%,10%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.52) Economics","First degree","Full-time",11%,45%,38%,5%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.53) Politics","First degree","Full-time",5%,30%,50%,15%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.54) Sociology","First degree","Full-time",6%,48%,41%,6%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.54) Sociology","First degree","Part-time",0%,62%,22%,16%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.58) Social Work","First degree","Full-time",20%,59%,11%,10%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.58) Social Work","First degree","Part-time",5%,65%,25%,5%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.59) Human and Social Geography","First degree","Full-time",10%,65%,15%,10%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.60) Law","First degree","Full-time",2%,45%,44%,9%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.61) Business studies","First degree","Full-time",6%,41%,39%,14%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.61) Business studies","First degree","Part-time",5%,15%,15%,65%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.62) Marketing","First degree","Full-time",12%,36%,42%,10%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.63) Management studies","First degree","Full-time",10%,35%,35%,20%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.64) Human Resource Management","First degree","Full-time",10%,55%,20%,10%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.65) Finance","First degree","Full-time",20%,40%,30%,10%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.66) Accounting","First degree","Full-time",16%,31%,33%,20%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.67) Tourism, Transport and Travel","First degree","Full-time",5%,35%,55%,10%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.69) Media studies","First degree","Full-time",5%,59%,32%,4%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.75) English studies","First degree","Full-time",2%,39%,48%,11%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.76) American and Australasian studies","First degree","Full-time",5%,50%,35%,5%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.83) Others in European Languages and Area studies","First degree","Full-time",10%,35%,50%,5%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.84) Linguistics","First degree","Full-time",15%,45%,35%,5%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.90) History","First degree","Full-time",2%,55%,39%,4%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.95) Fine Art","First degree","Full-time",10%,50%,40%,0%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.96) Design studies","First degree","Full-time",10%,51%,33%,6%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.98) Drama","First degree","Full-time",0%,55%,45%,0%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.100) Cinematics and Photography","First degree","Full-time",14%,49%,28%,9%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.101) Imaginative Writing","First degree","Full-time",5%,70%,25%,5%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.102) Others in Creative Arts and Design","First degree","Full-time",25%,50%,25%,5%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH","(L3.105) Academic studies in Education","First degree","Part-time",16%,62%,18%,4%,0%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",20%,52%,25%,3%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.03) Anatomy, Physiology and Pathology","First degree","Part-time",15%,45%,25%,15%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.05) Nursing","First degree","Full-time",5%,27%,40%,27%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.05) Nursing","First degree","Part-time",6%,20%,28%,8%,38%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.06) Complementary Medicine","First degree","Full-time",14%,37%,39%,11%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.06) Complementary Medicine","First degree","Part-time",20%,35%,45%,5%,0%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD","(L3.10) Medical Technology","First degree","Full-time",27%,52%,20%,2%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",20%,32%,37%,9%,2%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.11) Others in Subjects allied to Medicine","First degree","Part-time",15%,30%,40%,15%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.12) Biology","First degree","Full-time",20%,35%,25%,5%,10%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.13) Zoology","First degree","Full-time",15%,55%,25%,10%,0%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD","(L3.16) Molecular Biology, Biophysics and Biochemistry","First degree","Full-time",20%,40%,30%,10%,0%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD","(L3.18) Sports Science","First degree","Full-time",5%,25%,45%,25%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.19) Psychology","First degree","Full-time",15%,55%,30%,0%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","First degree","Full-time",10%,50%,25%,10%,0%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD","(L3.26) Physics and Astronomy","First degree","Full-time",25%,30%,25%,20%,0%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",5%,45%,35%,15%,5%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD","(L3.35) Computer Science","First degree","Full-time",25%,25%,34%,9%,7%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.35) Computer Science","First degree","Part-time",10%,30%,20%,10%,30%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.38) Aerospace Engineering","First degree","Full-time",17%,36%,42%,5%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",20%,35%,30%,20%,0%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD","(L3.41) Civil Engineering","First degree","Full-time",15%,20%,45%,25%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.46) Others in Technology","First degree","Full-time",15%,40%,30%,15%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.48) Building","First degree","Full-time",13%,48%,36%,2%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.48) Building","First degree","Part-time",15%,55%,27%,3%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.52) Economics","First degree","Full-time",0%,30%,45%,20%,0%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD","(L3.53) Politics","First degree","Full-time",5%,40%,45%,15%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.54) Sociology","First degree","Full-time",0%,35%,50%,15%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.55) Social Policy","First degree","Full-time",5%,30%,30%,40%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.58) Social Work","First degree","Full-time",12%,35%,47%,6%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.58) Social Work","First degree","Part-time",5%,38%,43%,13%,1%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.61) Business studies","First degree","Full-time",10%,30%,38%,19%,4%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.62) Marketing","First degree","Full-time",15%,25%,45%,15%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.63) Management studies","First degree","Full-time",10%,35%,45%,15%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.64) Human Resource Management","First degree","Full-time",5%,45%,20%,25%,5%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.65) Finance","First degree","Full-time",18%,40%,30%,12%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.66) Accounting","First degree","Full-time",35%,40%,20%,5%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.67) Tourism, Transport and Travel","First degree","Full-time",5%,21%,51%,20%,3%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.69) Media studies","First degree","Full-time",19%,46%,26%,9%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.73) Journalism","First degree","Full-time",10%,55%,30%,10%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.75) English studies","First degree","Full-time",15%,40%,36%,10%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.79) French studies","First degree","Full-time",5%,45%,45%,10%,0%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD","(L3.82) Iberian studies","First degree","Full-time",15%,40%,40%,10%,0%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD","(L3.90) History","First degree","Full-time",5%,50%,30%,20%,0%,0%,
10007156,"UNIVERSITY OF SALFORD","(L3.95) Fine Art","First degree","Full-time",5%,45%,35%,15%,0%,0%,
