"UKPRN","Institution Name","Subject","Full-time","Part-time","Postgraduate","First Degree","Other Undergraduate","Two years aggregate data?"
10007151,"UNIVERSITY OF LINCOLN"," (L3.66) Accounting",81%,19%,0%,79%,21%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.67) Tourism, Transport and Travel",96%,4%,12%,88%,0%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.69) Media studies",97%,3%,4%,96%,0%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.71) Publicity studies",95%,5%,9%,91%,0%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.73) Journalism",90%,10%,11%,84%,6%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.75) English studies",71%,29%,6%,71%,23%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.76) American and Australasian studies",95%,5%,0%,100%,0%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.83) Others in European Languages and Area studies",20%,80%,0%,21%,79%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.90) History",87%,13%,10%,90%,0%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.94) Theology and Religious studies",0%,100%,10%,10%,75%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.95) Fine Art",79%,21%,25%,67%,8%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.96) Design studies",95%,5%,5%,95%,0%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.98) Drama",97%,3%,2%,98%,0%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.99) Dance",100%,0%,0%,100%,0%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.100) Cinematics and Photography",100%,0%,0%,100%,0%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.102) Others in Creative Arts and Design",85%,15%,5%,95%,0%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.103) Teacher Training",2%,98%,99%,0%,1%,
10007151,"UNIVERSITY OF LINCOLN"," (L3.108) Initial Teacher Training",0%,100%,0%,0%,100%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.01) Medicine",20%,80%,100%,0%,0%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.03) Anatomy, Physiology and Pathology",79%,21%,0%,100%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.05) Nursing",33%,67%,10%,11%,79%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.06) Complementary Medicine",72%,28%,39%,61%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.07) Nutrition",0%,100%,0%,0%,100%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.11) Others in Subjects allied to Medicine",84%,16%,3%,46%,51%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.12) Biology",99%,1%,91%,9%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.18) Sports Science",98%,2%,1%,95%,4%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.19) Psychology",86%,14%,14%,78%,7%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.35) Computer Science",91%,9%,67%,31%,1%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.40) Electronic and Electrical Engineering",95%,5%,100%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.47) Architecture",95%,5%,0%,100%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.48) Building",30%,70%,0%,5%,95%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.54) Sociology",94%,6%,0%,100%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.57) Others in Social studies",56%,44%,46%,52%,2%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.58) Social Work",74%,26%,14%,67%,20%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.60) Law",92%,8%,8%,92%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.61) Business studies",90%,10%,55%,42%,3%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.62) Marketing",95%,5%,3%,96%,1%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.63) Management studies",73%,27%,4%,77%,19%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.64) Human Resource Management",62%,38%,61%,25%,14%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.65) Finance",92%,8%,100%,0%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.66) Accounting",83%,17%,0%,88%,12%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.67) Tourism, Transport and Travel",90%,10%,17%,82%,1%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.68) Others in Business and Administrative studies",60%,40%,0%,100%,0%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.69) Media studies",80%,20%,10%,84%,6%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.73) Journalism",94%,6%,0%,100%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.75) English studies",33%,67%,2%,31%,67%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.84) Linguistics",76%,24%,63%,0%,38%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.86) Others in Linguistics, Classics and related subjects",0%,100%,0%,0%,100%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.95) Fine Art",85%,15%,0%,100%,0%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.96) Design studies",96%,4%,0%,90%,10%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.97) Music",55%,45%,0%,0%,100%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.98) Drama",97%,3%,0%,100%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.99) Dance",97%,3%,0%,100%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.100) Cinematics and Photography",100%,0%,80%,20%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.101) Imaginative Writing",60%,40%,0%,100%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.102) Others in Creative Arts and Design",75%,25%,30%,50%,20%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.103) Teacher Training",0%,100%,0%,0%,100%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.105) Academic studies in Education",41%,59%,59%,41%,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.106) Others in Education",14%,86%,23%,62%,16%,
10007152,"UNIVERSITY OF BEDFORDSHIRE"," (L3.108) Initial Teacher Training",85%,15%,16%,51%,33%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.01) Medicine",89%,11%,28%,72%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.03) Anatomy, Physiology and Pathology",94%,6%,12%,88%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.04) Pharmacology, Toxicology and Pharmacy",99%,1%,18%,82%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.05) Nursing",55%,45%,4%,20%,75%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.07) Nutrition",97%,3%,7%,93%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.08) Ophthalmics",65%,35%,100%,0%,0%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.10) Medical Technology",100%,0%,0%,100%,0%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.11) Others in Subjects allied to Medicine",24%,76%,26%,40%,34%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.12) Biology",88%,12%,20%,80%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.13) Zoology",99%,1%,1%,99%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.14) Genetics",99%,1%,39%,61%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.15) Microbiology",87%,13%,72%,28%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.16) Molecular Biology, Biophysics and Biochemistry",99%,1%,16%,84%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.17) Others in Biological Sciences",98%,2%,85%,15%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.19) Psychology",89%,11%,46%,53%,1%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.20) Veterinary Sciences",99%,1%,12%,88%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.21) Animal Science",100%,0%,5%,94%,1%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.23) Food and Beverage studies",80%,20%,68%,32%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects",100%,0%,50%,50%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.25) Chemistry",99%,1%,29%,71%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.26) Physics and Astronomy",99%,1%,21%,79%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.29) Ocean Sciences",5%,95%,100%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.30) Others in Physical Sciences",90%,10%,84%,16%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.31) Physical Geography and Environmental Science",97%,3%,18%,82%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.32) Mathematics and Statistics",99%,1%,19%,81%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.35) Computer Science",95%,5%,41%,57%,2%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.36) General Engineering",100%,0%,0%,100%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.37) Mechanical, Production and Manufacturing Engineering",98%,2%,18%,82%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.38) Aerospace Engineering",100%,0%,0%,100%,0%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.40) Electronic and Electrical Engineering",98%,2%,49%,51%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.41) Civil Engineering",95%,5%,36%,64%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.42) Chemical, Process and Energy Engineering",100%,0%,22%,78%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.44) Materials and Minerals Technology",98%,2%,65%,35%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.46) Others in Technology",87%,13%,28%,72%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.47) Architecture",95%,5%,20%,68%,12%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.48) Building",97%,3%,51%,48%,1%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.51) Others in Architecture, Building and Planning",100%,0%,0%,100%,0%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.52) Economics",99%,1%,19%,80%,1%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.53) Politics",97%,3%,25%,75%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.54) Sociology",97%,3%,18%,82%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.55) Social Policy",86%,14%,51%,49%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.57) Others in Social studies",95%,5%,85%,0%,15%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.58) Social Work",84%,16%,85%,15%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.59) Human and Social Geography",99%,1%,3%,97%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.60) Law",99%,1%,29%,71%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.61) Business studies",81%,19%,87%,8%,5%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.62) Marketing",100%,0%,95%,5%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.63) Management studies",97%,3%,18%,82%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.65) Finance",99%,1%,61%,39%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.66) Accounting",100%,0%,0%,100%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.67) Tourism, Transport and Travel",95%,5%,100%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.74) Others in Mass Communications and Documentation",100%,0%,0%,100%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.75) English studies",83%,17%,15%,76%,9%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.76) American and Australasian studies",98%,2%,9%,91%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.78) Classics",97%,3%,13%,87%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.79) French studies",98%,2%,2%,97%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.80) German and Scandinavian studies",99%,1%,4%,96%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.82) Iberian studies",97%,3%,5%,95%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.83) Others in European Languages and Area studies",99%,1%,4%,96%,1%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.84) Linguistics",35%,65%,100%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.85) Comparative Literary studies",60%,40%,85%,0%,15%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.87) Asian studies",97%,3%,32%,66%,2%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.90) History",92%,8%,9%,87%,4%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.91) Archaeology",86%,14%,17%,75%,8%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.93) Philosophy",98%,2%,8%,92%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.94) Theology and Religious studies",77%,23%,26%,65%,8%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.95) Fine Art",0%,100%,0%,21%,79%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.97) Music",98%,2%,12%,88%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.100) Cinematics and Photography",98%,2%,24%,76%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.101) Imaginative Writing",5%,95%,0%,19%,81%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.102) Others in Creative Arts and Design",0%,100%,0%,55%,45%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.103) Teacher Training",0%,100%,100%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.104) Research and Study Skills in Education",65%,35%,65%,20%,10%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.105) Academic studies in Education",34%,66%,100%,0%,0%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.106) Others in Education",3%,97%,94%,0%,6%,
10007154,"UNIVERSITY OF NOTTINGHAM"," (L3.108) Initial Teacher Training",81%,19%,100%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.03) Anatomy, Physiology and Pathology",90%,10%,25%,75%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.04) Pharmacology, Toxicology and Pharmacy",82%,18%,10%,86%,3%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.05) Nursing",73%,27%,12%,50%,39%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.10) Medical Technology",86%,14%,10%,73%,16%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.11) Others in Subjects allied to Medicine",15%,85%,52%,10%,38%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.12) Biology",90%,10%,16%,84%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.14) Genetics",100%,0%,0%,100%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.16) Molecular Biology, Biophysics and Biochemistry",98%,2%,0%,100%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.17) Others in Biological Sciences",70%,30%,0%,100%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.18) Sports Science",95%,5%,6%,94%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.19) Psychology",83%,17%,19%,81%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects",70%,30%,100%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.28) Geology",90%,10%,16%,84%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.29) Ocean Sciences",95%,5%,0%,100%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.31) Physical Geography and Environmental Science",95%,5%,11%,89%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.32) Mathematics and Statistics",93%,7%,7%,92%,1%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.35) Computer Science",91%,9%,8%,88%,4%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.37) Mechanical, Production and Manufacturing Engineering",92%,8%,16%,84%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.40) Electronic and Electrical Engineering",94%,6%,23%,74%,3%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.41) Civil Engineering",94%,6%,10%,78%,12%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.43) Others in Engineering",23%,77%,48%,52%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.46) Others in Technology",95%,5%,3%,97%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.47) Architecture",93%,7%,6%,78%,15%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.48) Building",89%,11%,20%,80%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.51) Others in Architecture, Building and Planning",53%,47%,53%,47%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.52) Economics",97%,3%,24%,76%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.53) Politics",84%,16%,21%,71%,8%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.54) Sociology",63%,37%,14%,82%,3%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.58) Social Work",83%,17%,16%,76%,7%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.59) Human and Social Geography",97%,3%,6%,94%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.60) Law",91%,9%,17%,83%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.61) Business studies",89%,11%,10%,86%,5%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.62) Marketing",88%,12%,32%,68%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.63) Management studies",39%,61%,76%,14%,9%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.64) Human Resource Management",46%,54%,75%,25%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.65) Finance",96%,4%,42%,58%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.66) Accounting",96%,4%,4%,96%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.67) Tourism, Transport and Travel",99%,1%,0%,100%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.69) Media studies",98%,2%,3%,97%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.70) Information Services",65%,35%,100%,0%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.73) Journalism",99%,1%,0%,100%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.75) English studies",97%,3%,2%,98%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.76) American and Australasian studies",98%,2%,0%,100%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.79) French studies",55%,45%,0%,55%,45%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.80) German and Scandinavian studies",40%,65%,0%,40%,65%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.82) Iberian studies",95%,5%,0%,100%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.83) Others in European Languages and Area studies",69%,31%,34%,66%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.84) Linguistics",78%,22%,28%,72%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.86) Others in Linguistics, Classics and related subjects",60%,40%,100%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.90) History",98%,2%,2%,98%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.95) Fine Art",90%,10%,11%,89%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.96) Design studies",96%,4%,4%,96%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.97) Music",100%,0%,0%,100%,0%,"Y"
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.98) Drama",100%,0%,6%,94%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.100) Cinematics and Photography",98%,2%,0%,100%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.101) Imaginative Writing",88%,12%,23%,77%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.102) Others in Creative Arts and Design",100%,0%,5%,95%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.103) Teacher Training",11%,89%,45%,55%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.104) Research and Study Skills in Education",31%,69%,100%,0%,0%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.105) Academic studies in Education",24%,76%,24%,26%,49%,
10007155,"UNIVERSITY OF PORTSMOUTH"," (L3.108) Initial Teacher Training",64%,36%,57%,0%,43%,
10007156,"UNIVERSITY OF SALFORD"," (L3.03) Anatomy, Physiology and Pathology",62%,38%,1%,99%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.05) Nursing",50%,50%,4%,33%,64%,
10007156,"UNIVERSITY OF SALFORD"," (L3.06) Complementary Medicine",71%,29%,0%,96%,4%,
10007156,"UNIVERSITY OF SALFORD"," (L3.10) Medical Technology",64%,36%,32%,68%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.11) Others in Subjects allied to Medicine",58%,42%,30%,70%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.12) Biology",91%,9%,18%,82%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.13) Zoology",97%,3%,0%,100%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.16) Molecular Biology, Biophysics and Biochemistry",93%,7%,42%,58%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.17) Others in Biological Sciences",60%,40%,100%,0%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD"," (L3.18) Sports Science",95%,5%,0%,100%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.19) Psychology",95%,5%,0%,100%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.23) Food and Beverage studies",58%,42%,100%,0%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects",97%,4%,0%,100%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.25) Chemistry",94%,6%,38%,62%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.26) Physics and Astronomy",85%,15%,21%,79%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.31) Physical Geography and Environmental Science",75%,25%,21%,72%,7%,
10007156,"UNIVERSITY OF SALFORD"," (L3.33) Operational Research",85%,15%,100%,0%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD"," (L3.35) Computer Science",84%,16%,38%,59%,4%,
10007156,"UNIVERSITY OF SALFORD"," (L3.37) Mechanical, Production and Manufacturing Engineering",76%,24%,32%,68%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.38) Aerospace Engineering",90%,10%,10%,90%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.40) Electronic and Electrical Engineering",81%,19%,43%,25%,32%,
10007156,"UNIVERSITY OF SALFORD"," (L3.41) Civil Engineering",72%,28%,32%,68%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.42) Chemical, Process and Energy Engineering",95%,5%,100%,0%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.46) Others in Technology",75%,25%,58%,42%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.47) Architecture",70%,30%,6%,94%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.48) Building",52%,48%,23%,55%,23%,
10007156,"UNIVERSITY OF SALFORD"," (L3.50) Planning (Urban, Rural and Regional)",5%,95%,63%,5%,32%,
10007156,"UNIVERSITY OF SALFORD"," (L3.52) Economics",82%,18%,9%,91%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.53) Politics",71%,29%,30%,69%,2%,
10007156,"UNIVERSITY OF SALFORD"," (L3.54) Sociology",86%,14%,10%,90%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.55) Social Policy",91%,9%,5%,95%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.57) Others in Social studies",3%,97%,9%,4%,87%,
10007156,"UNIVERSITY OF SALFORD"," (L3.58) Social Work",40%,60%,26%,59%,15%,
10007156,"UNIVERSITY OF SALFORD"," (L3.60) Law",72%,28%,27%,73%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.61) Business studies",93%,7%,25%,75%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.62) Marketing",67%,33%,24%,34%,41%,
10007156,"UNIVERSITY OF SALFORD"," (L3.63) Management studies",65%,35%,56%,17%,27%,
10007156,"UNIVERSITY OF SALFORD"," (L3.64) Human Resource Management",17%,83%,74%,6%,20%,
10007156,"UNIVERSITY OF SALFORD"," (L3.65) Finance",89%,11%,36%,52%,13%,
10007156,"UNIVERSITY OF SALFORD"," (L3.66) Accounting",96%,4%,0%,66%,34%,
10007156,"UNIVERSITY OF SALFORD"," (L3.67) Tourism, Transport and Travel",90%,10%,5%,69%,25%,
10007156,"UNIVERSITY OF SALFORD"," (L3.68) Others in Business and Administrative studies",36%,64%,99%,0%,1%,
10007156,"UNIVERSITY OF SALFORD"," (L3.69) Media studies",83%,17%,19%,52%,28%,
10007156,"UNIVERSITY OF SALFORD"," (L3.73) Journalism",94%,6%,8%,92%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.75) English studies",93%,7%,3%,94%,2%,
10007156,"UNIVERSITY OF SALFORD"," (L3.79) French studies",100%,0%,0%,100%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.80) German and Scandinavian studies",100%,0%,0%,100%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.81) Italian studies",100%,0%,0%,100%,0%,"Y"
10007156,"UNIVERSITY OF SALFORD"," (L3.82) Iberian studies",99%,1%,0%,100%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.83) Others in European Languages and Area studies",89%,11%,69%,31%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.84) Linguistics",92%,8%,17%,83%,0%,
10007156,"UNIVERSITY OF SALFORD"," (L3.88) African and Modern Middle Eastern studies",85%,15%,31%,69%,0%,
