"UKPRN","Institution","Subject","Destination","Postgraduate","Two years aggregate data (Postgraduate/Full-time)?","First degree","Two years aggregate data (First degree/Full-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Full-time)?","Postgraduate","Two years aggregate data (Postgraduate/Part-time)?","First degree","Two years aggregate data (First degree/Part-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Part-time)?"
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.05) Nursing","Studying Only",0%,,1%,"Y",3%,,0%,,0%,"Y",2%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.05) Nursing","Working & Studying",0%,,6%,"Y",23%,,20%,,20%,"Y",16%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.05) Nursing","Not available for work or study",0%,,5%,"Y",2%,,0%,,0%,"Y",2%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.06) Complementary Medicine","Working Only",0%,,80%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.06) Complementary Medicine","Studying Only",0%,,2%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.06) Complementary Medicine","Working & Studying",0%,,12%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.06) Complementary Medicine","Assumed to be unemployed",0%,,2%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.06) Complementary Medicine","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.07) Nutrition","Working Only",0%,,0%,,0%,,0%,,0%,,82%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.07) Nutrition","Studying Only",0%,,0%,,0%,,0%,,0%,,2%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.07) Nutrition","Working & Studying",0%,,0%,,0%,,0%,,0%,,3%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.07) Nutrition","Assumed to be unemployed",0%,,0%,,0%,,0%,,0%,,2%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.07) Nutrition","Not available for work or study",0%,,0%,,0%,,0%,,0%,,11%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Working Only",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Studying Only",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.11) Others in Subjects allied to Medicine","Not available for work or study",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.18) Sports Science","Working Only",0%,,71%,,15%,"Y",0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.18) Sports Science","Studying Only",0%,,13%,,50%,"Y",0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.18) Sports Science","Working & Studying",0%,,5%,,35%,"Y",0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.18) Sports Science","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.18) Sports Science","Not available for work or study",0%,,1%,,0%,"Y",0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.19) Psychology","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.19) Psychology","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.19) Psychology","Working & Studying",0%,,15%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.19) Psychology","Assumed to be unemployed",0%,,20%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.19) Psychology","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.35) Computer Science","Working Only",0%,,50%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.35) Computer Science","Studying Only",0%,,22%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.35) Computer Science","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.35) Computer Science","Assumed to be unemployed",0%,,18%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.35) Computer Science","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.54) Sociology","Working Only",0%,,70%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.54) Sociology","Studying Only",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.54) Sociology","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.54) Sociology","Assumed to be unemployed",0%,,15%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.54) Sociology","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.58) Social Work","Working Only",0%,,72%,,45%,"Y",0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.58) Social Work","Studying Only",0%,,4%,,15%,"Y",0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.58) Social Work","Working & Studying",0%,,11%,,40%,"Y",0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.58) Social Work","Assumed to be unemployed",0%,,10%,,5%,"Y",0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.58) Social Work","Not available for work or study",0%,,4%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.60) Law","Working Only",0%,,25%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.60) Law","Studying Only",0%,,40%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.60) Law","Working & Studying",0%,,15%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.60) Law","Assumed to be unemployed",0%,,15%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.60) Law","Not available for work or study",0%,,0%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.61) Business studies","Working Only",0%,,54%,,0%,,0%,,60%,"Y",0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.61) Business studies","Studying Only",0%,,19%,,0%,,0%,,15%,"Y",0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.61) Business studies","Working & Studying",0%,,12%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.61) Business studies","Assumed to be unemployed",0%,,15%,,0%,,0%,,15%,"Y",0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.61) Business studies","Not available for work or study",0%,,0%,,0%,,0%,,10%,"Y",0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.62) Marketing","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.62) Marketing","Studying Only",0%,,25%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.62) Marketing","Working & Studying",0%,,10%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.62) Marketing","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.62) Marketing","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.63) Management studies","Working Only",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.63) Management studies","Studying Only",0%,,20%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.63) Management studies","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.63) Management studies","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.63) Management studies","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.66) Accounting","Working Only",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.66) Accounting","Studying Only",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.66) Accounting","Working & Studying",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.66) Accounting","Assumed to be unemployed",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.67) Tourism, Transport and Travel","Working Only",0%,,65%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.67) Tourism, Transport and Travel","Studying Only",0%,,15%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.67) Tourism, Transport and Travel","Working & Studying",0%,,15%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.67) Tourism, Transport and Travel","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.69) Media studies","Working Only",0%,,75%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.69) Media studies","Studying Only",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.69) Media studies","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.69) Media studies","Assumed to be unemployed",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.73) Journalism","Working Only",0%,,70%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.73) Journalism","Studying Only",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.73) Journalism","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.73) Journalism","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.73) Journalism","Not available for work or study",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.75) English studies","Working Only",0%,,40%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.75) English studies","Studying Only",0%,,30%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.75) English studies","Working & Studying",0%,,20%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.75) English studies","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.96) Design studies","Working Only",0%,,85%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.96) Design studies","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.96) Design studies","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.96) Design studies","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.98) Drama","Working Only",0%,,65%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.98) Drama","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.98) Drama","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.98) Drama","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.98) Drama","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.99) Dance","Working Only",0%,,65%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.99) Dance","Working & Studying",0%,,20%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.99) Dance","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.99) Dance","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.103) Teacher Training","Working Only",0%,,0%,,0%,,0%,,0%,,75%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.103) Teacher Training","Working & Studying",0%,,0%,,0%,,0%,,0%,,25%,"Y"
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.105) Academic studies in Education","Working Only",0%,,55%,,0%,,80%,"Y",0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.105) Academic studies in Education","Studying Only",0%,,15%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.105) Academic studies in Education","Working & Studying",0%,,15%,,0%,,15%,"Y",0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.105) Academic studies in Education","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.105) Academic studies in Education","Not available for work or study",0%,,5%,,0%,,5%,"Y",0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.106) Others in Education","Working Only",0%,,59%,"Y",5%,"Y",0%,,45%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.106) Others in Education","Studying Only",0%,,18%,"Y",20%,"Y",0%,,10%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.106) Others in Education","Working & Studying",0%,,18%,"Y",75%,"Y",0%,,40%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.106) Others in Education","Assumed to be unemployed",0%,,2%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.106) Others in Education","Not available for work or study",0%,,4%,"Y",0%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.108) Initial Teacher Training","Working Only",51%,,87%,,89%,,0%,,0%,,76%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.108) Initial Teacher Training","Studying Only",3%,,4%,,2%,,0%,,0%,,0%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.108) Initial Teacher Training","Working & Studying",46%,,4%,,8%,,0%,,0%,,21%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.108) Initial Teacher Training","Assumed to be unemployed",0%,,4%,,0%,,0%,,0%,,1%,
10007152,"UNIVERSITY OF BEDFORDSHIRE","(L3.108) Initial Teacher Training","Not available for work or study",0%,,0%,,2%,,0%,,0%,,2%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.01) Medicine","Working Only",75%,,95%,,0%,,80%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.01) Medicine","Studying Only",15%,,0%,,0%,,0%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.01) Medicine","Working & Studying",0%,,5%,,0%,,10%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.01) Medicine","Assumed to be unemployed",15%,,0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.01) Medicine","Not available for work or study",0%,,0%,,0%,,10%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.03) Anatomy, Physiology and Pathology","Working Only",0%,,62%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.03) Anatomy, Physiology and Pathology","Studying Only",0%,,25%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.03) Anatomy, Physiology and Pathology","Working & Studying",0%,,3%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.03) Anatomy, Physiology and Pathology","Assumed to be unemployed",0%,,4%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.03) Anatomy, Physiology and Pathology","Not available for work or study",0%,,6%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.04) Pharmacology, Toxicology and Pharmacy","Working Only",0%,,39%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.04) Pharmacology, Toxicology and Pharmacy","Studying Only",0%,,1%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.04) Pharmacology, Toxicology and Pharmacy","Working & Studying",0%,,58%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.04) Pharmacology, Toxicology and Pharmacy","Assumed to be unemployed",0%,,1%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.04) Pharmacology, Toxicology and Pharmacy","Not available for work or study",0%,,1%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.05) Nursing","Working Only",0%,,80%,,92%,,90%,"Y",77%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.05) Nursing","Studying Only",0%,,0%,,1%,,0%,,2%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.05) Nursing","Working & Studying",0%,,5%,,5%,,10%,"Y",21%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.05) Nursing","Assumed to be unemployed",0%,,5%,,1%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.05) Nursing","Not available for work or study",0%,,5%,,1%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.07) Nutrition","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.07) Nutrition","Studying Only",0%,,17%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.07) Nutrition","Working & Studying",0%,,13%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.07) Nutrition","Assumed to be unemployed",0%,,9%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.07) Nutrition","Not available for work or study",0%,,6%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.11) Others in Subjects allied to Medicine","Working Only",0%,,0%,,0%,,0%,,0%,,15%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.11) Others in Subjects allied to Medicine","Studying Only",0%,,0%,,0%,,0%,,0%,,20%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.11) Others in Subjects allied to Medicine","Working & Studying",0%,,0%,,0%,,0%,,0%,,55%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.11) Others in Subjects allied to Medicine","Not available for work or study",0%,,0%,,0%,,0%,,0%,,10%,"Y"
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.12) Biology","Working Only",0%,,44%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.12) Biology","Studying Only",0%,,39%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.12) Biology","Working & Studying",0%,,8%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.12) Biology","Assumed to be unemployed",0%,,9%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.13) Zoology","Working Only",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.13) Zoology","Studying Only",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.13) Zoology","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.13) Zoology","Assumed to be unemployed",0%,,20%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.13) Zoology","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.14) Genetics","Working Only",0%,,30%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.14) Genetics","Studying Only",0%,,50%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.14) Genetics","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.14) Genetics","Assumed to be unemployed",0%,,15%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.16) Molecular Biology, Biophysics and Biochemistry","Working Only",0%,,31%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.16) Molecular Biology, Biophysics and Biochemistry","Studying Only",0%,,45%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.16) Molecular Biology, Biophysics and Biochemistry","Working & Studying",0%,,11%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.16) Molecular Biology, Biophysics and Biochemistry","Assumed to be unemployed",0%,,11%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.16) Molecular Biology, Biophysics and Biochemistry","Not available for work or study",0%,,2%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.19) Psychology","Working Only",55%,,52%,,0%,,80%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.19) Psychology","Studying Only",20%,,27%,,0%,,5%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.19) Psychology","Working & Studying",3%,,11%,,0%,,5%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.19) Psychology","Assumed to be unemployed",13%,,2%,,0%,,5%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.19) Psychology","Not available for work or study",9%,,8%,,0%,,10%,"Y",0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.21) Animal Science","Working Only",0%,,45%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.21) Animal Science","Studying Only",0%,,40%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.21) Animal Science","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.21) Animal Science","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.25) Chemistry","Working Only",0%,,38%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.25) Chemistry","Studying Only",0%,,43%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.25) Chemistry","Working & Studying",0%,,4%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.25) Chemistry","Assumed to be unemployed",0%,,9%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.25) Chemistry","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.26) Physics and Astronomy","Working Only",0%,,42%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.26) Physics and Astronomy","Studying Only",0%,,30%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.26) Physics and Astronomy","Working & Studying",0%,,7%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.26) Physics and Astronomy","Assumed to be unemployed",0%,,13%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.26) Physics and Astronomy","Not available for work or study",0%,,7%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.30) Others in Physical Sciences","Working Only",75%,"Y",0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.30) Others in Physical Sciences","Studying Only",5%,"Y",0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.30) Others in Physical Sciences","Assumed to be unemployed",10%,"Y",0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.30) Others in Physical Sciences","Not available for work or study",10%,"Y",0%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.31) Physical Geography and Environmental Science","Working Only",0%,,47%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.31) Physical Geography and Environmental Science","Studying Only",0%,,29%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.31) Physical Geography and Environmental Science","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.31) Physical Geography and Environmental Science","Assumed to be unemployed",0%,,6%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.31) Physical Geography and Environmental Science","Not available for work or study",0%,,13%,,0%,,0%,,0%,,0%,
10007154,"UNIVERSITY OF NOTTINGHAM","(L3.32) Mathematics and Statistics","Working Only",0%,,37%,,0%,,0%,,0%,,0%,
