"UKPRN","Institution","Subject","Job Category","Postgraduate","Two years aggregate data (Postgraduate/Full-time)?","First degree","Two years aggregate data (First degree/Full-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Full-time)?","Postgraduate","Two years aggregate data (Postgraduate/Part-time)?","First degree","Two years aggregate data (First degree/Part-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Part-time)?"
10007159,"UNIVERSITY OF SUNDERLAND","(L3.18) Sports Science","Non-graduate job",0%,,75%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.19) Psychology","Graduate job",0%,,25%,,0%,,0%,,0%,,60%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.19) Psychology","Non-graduate job",0%,,75%,,0%,,0%,,0%,,40%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.35) Computer Science","Graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.35) Computer Science","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.54) Sociology","Graduate job",0%,,20%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.54) Sociology","Non-graduate job",0%,,80%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.58) Social Work","Graduate job",0%,,62%,,85%,"Y",0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.58) Social Work","Non-graduate job",0%,,38%,,15%,"Y",0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.60) Law","Graduate job",0%,,25%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.60) Law","Non-graduate job",0%,,75%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.61) Business studies","Graduate job",65%,"Y",60%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.61) Business studies","Non-graduate job",35%,"Y",40%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.63) Management studies","Graduate job",0%,,34%,,0%,,0%,,70%,"Y",0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.63) Management studies","Non-graduate job",0%,,66%,,0%,,0%,,30%,"Y",0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.67) Tourism, Transport and Travel","Graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.67) Tourism, Transport and Travel","Non-graduate job",0%,,70%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.69) Media studies","Graduate job",0%,,57%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.69) Media studies","Non-graduate job",0%,,43%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.73) Journalism","Graduate job",0%,,35%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.73) Journalism","Non-graduate job",0%,,65%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.75) English studies","Graduate job",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.75) English studies","Non-graduate job",0%,,85%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.90) History","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.90) History","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.95) Fine Art","Graduate job",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.95) Fine Art","Non-graduate job",0%,,85%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.96) Design studies","Graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.96) Design studies","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.98) Drama","Graduate job",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.98) Drama","Non-graduate job",0%,,75%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.100) Cinematics and Photography","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.100) Cinematics and Photography","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.105) Academic studies in Education","Graduate job",0%,,30%,"Y",0%,,0%,,70%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.105) Academic studies in Education","Non-graduate job",0%,,70%,"Y",0%,,0%,,30%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.108) Initial Teacher Training","Graduate job",95%,,96%,,0%,,0%,,0%,,0%,
10007159,"UNIVERSITY OF SUNDERLAND","(L3.108) Initial Teacher Training","Non-graduate job",5%,,4%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.05) Nursing","Graduate job",0%,,100%,,100%,,95%,"Y",100%,"Y",0%,
10007160,"UNIVERSITY OF SURREY","(L3.05) Nursing","Non-graduate job",0%,,0%,,0%,,5%,"Y",0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.07) Nutrition","Graduate job",0%,,95%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.07) Nutrition","Non-graduate job",0%,,5%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.16) Molecular Biology, Biophysics and Biochemistry","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.16) Molecular Biology, Biophysics and Biochemistry","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.19) Psychology","Graduate job",80%,,60%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.19) Psychology","Non-graduate job",20%,,40%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.25) Chemistry","Graduate job",0%,,75%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.25) Chemistry","Non-graduate job",0%,,25%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.26) Physics and Astronomy","Graduate job",100%,"Y",0%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.32) Mathematics and Statistics","Graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.32) Mathematics and Statistics","Non-graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.35) Computer Science","Graduate job",0%,,80%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.35) Computer Science","Non-graduate job",0%,,20%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.37) Mechanical, Production and Manufacturing Engineering","Graduate job",0%,,90%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.37) Mechanical, Production and Manufacturing Engineering","Non-graduate job",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.38) Aerospace Engineering","Graduate job",0%,,80%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.38) Aerospace Engineering","Non-graduate job",0%,,20%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.40) Electronic and Electrical Engineering","Graduate job",95%,"Y",90%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.40) Electronic and Electrical Engineering","Non-graduate job",5%,"Y",10%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.41) Civil Engineering","Graduate job",0%,,95%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.41) Civil Engineering","Non-graduate job",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.52) Economics","Graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.52) Economics","Non-graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.53) Politics","Graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.53) Politics","Non-graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.54) Sociology","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.54) Sociology","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.60) Law","Graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.60) Law","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.61) Business studies","Graduate job",0%,,75%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.61) Business studies","Non-graduate job",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.63) Management studies","Graduate job",90%,"Y",64%,,0%,,95%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.63) Management studies","Non-graduate job",10%,"Y",36%,,0%,,5%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.67) Tourism, Transport and Travel","Graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.67) Tourism, Transport and Travel","Non-graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.69) Media studies","Graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.69) Media studies","Non-graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.69) Media studies","Unknown",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.86) Others in Linguistics, Classics and related subjects","Graduate job",85%,"Y",0%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.86) Others in Linguistics, Classics and related subjects","Non-graduate job",15%,"Y",0%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.97) Music","Graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.97) Music","Non-graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.97) Music","Unknown",0%,,0%,"Y",0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.98) Drama","Graduate job",0%,,80%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.98) Drama","Non-graduate job",0%,,20%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.99) Dance","Graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.99) Dance","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007160,"UNIVERSITY OF SURREY","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,100%,"Y",0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.03) Anatomy, Physiology and Pathology","Graduate job",100%,"Y",90%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.03) Anatomy, Physiology and Pathology","Non-graduate job",5%,"Y",10%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.05) Nursing","Graduate job",100%,,99%,,84%,,100%,,99%,,27%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.05) Nursing","Non-graduate job",0%,,1%,,16%,,0%,,1%,,73%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.10) Medical Technology","Graduate job",0%,,100%,,0%,,100%,"Y",0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.11) Others in Subjects allied to Medicine","Graduate job",85%,"Y",90%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.11) Others in Subjects allied to Medicine","Non-graduate job",15%,"Y",10%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.18) Sports Science","Graduate job",65%,"Y",32%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.18) Sports Science","Non-graduate job",35%,"Y",68%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.19) Psychology","Graduate job",85%,,45%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.19) Psychology","Non-graduate job",15%,,55%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.27) Forensic and Archaeological Science","Graduate job",0%,,39%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.27) Forensic and Archaeological Science","Non-graduate job",0%,,61%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.35) Computer Science","Graduate job",76%,"Y",73%,,25%,"Y",0%,,70%,"Y",65%,"Y"
10007161,"UNIVERSITY OF TEESSIDE","(L3.35) Computer Science","Non-graduate job",24%,"Y",27%,,75%,"Y",0%,,30%,"Y",35%,"Y"
10007161,"UNIVERSITY OF TEESSIDE","(L3.37) Mechanical, Production and Manufacturing Engineering","Graduate job",60%,"Y",0%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.37) Mechanical, Production and Manufacturing Engineering","Non-graduate job",40%,"Y",0%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.40) Electronic and Electrical Engineering","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.40) Electronic and Electrical Engineering","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.41) Civil Engineering","Graduate job",0%,,0%,,0%,,0%,,0%,,80%,"Y"
10007161,"UNIVERSITY OF TEESSIDE","(L3.41) Civil Engineering","Non-graduate job",0%,,0%,,0%,,0%,,0%,,20%,"Y"
10007161,"UNIVERSITY OF TEESSIDE","(L3.54) Sociology","Graduate job",90%,"Y",43%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.54) Sociology","Non-graduate job",10%,"Y",57%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.58) Social Work","Graduate job",0%,,100%,,0%,,0%,,100%,"Y",0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.60) Law","Graduate job",0%,,40%,"Y",90%,"Y",0%,,55%,"Y",97%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.60) Law","Non-graduate job",0%,,60%,"Y",10%,"Y",0%,,45%,"Y",3%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.61) Business studies","Graduate job",70%,"Y",43%,,0%,,93%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.61) Business studies","Non-graduate job",30%,"Y",57%,,0%,,7%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.69) Media studies","Graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.69) Media studies","Non-graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.90) History","Graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.90) History","Non-graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.96) Design studies","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.96) Design studies","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.103) Teacher Training","Graduate job",0%,,0%,,0%,,100%,,85%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.103) Teacher Training","Non-graduate job",0%,,0%,,0%,,0%,,15%,,0%,
10007161,"UNIVERSITY OF TEESSIDE","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,0%,,76%,,55%,"Y"
10007161,"UNIVERSITY OF TEESSIDE","(L3.105) Academic studies in Education","Non-graduate job",0%,,0%,,0%,,0%,,24%,,45%,"Y"
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.25) Chemistry","Graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.25) Chemistry","Non-graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.44) Materials and Minerals Technology","Graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.44) Materials and Minerals Technology","Non-graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.62) Marketing","Graduate job",85%,"Y",71%,,0%,,0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.62) Marketing","Non-graduate job",15%,"Y",29%,,0%,,0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.63) Management studies","Graduate job",0%,,54%,,75%,,0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.63) Management studies","Non-graduate job",0%,,46%,,25%,,0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.69) Media studies","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.69) Media studies","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.73) Journalism","Graduate job",85%,,64%,,55%,"Y",0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.73) Journalism","Non-graduate job",15%,,36%,,45%,"Y",0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.95) Fine Art","Graduate job",76%,,53%,,0%,,85%,,80%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.95) Fine Art","Non-graduate job",24%,,47%,,0%,,15%,,20%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.96) Design studies","Graduate job",84%,,63%,,43%,,81%,,65%,"Y",75%,"Y"
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.96) Design studies","Non-graduate job",16%,,37%,,57%,,19%,,35%,"Y",25%,"Y"
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.98) Drama","Graduate job",75%,,60%,,0%,,0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.98) Drama","Non-graduate job",25%,,40%,,0%,,0%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.100) Cinematics and Photography","Graduate job",0%,,63%,,0%,,90%,"Y",0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.100) Cinematics and Photography","Non-graduate job",0%,,37%,,0%,,10%,"Y",0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,100%,,0%,,0%,
10007162,"UNIVERSITY OF THE ARTS, LONDON","(L3.105) Academic studies in Education","Non-graduate job",0%,,0%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.01) Medicine","Graduate job",0%,,100%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.11) Others in Subjects allied to Medicine","Graduate job",0%,,0%,,0%,,95%,,0%,,100%,
10007163,"UNIVERSITY OF WARWICK","(L3.11) Others in Subjects allied to Medicine","Non-graduate job",0%,,0%,,0%,,5%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.12) Biology","Graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.12) Biology","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.16) Molecular Biology, Biophysics and Biochemistry","Graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.16) Molecular Biology, Biophysics and Biochemistry","Non-graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.19) Psychology","Graduate job",0%,,50%,,0%,,0%,,0%,,95%,"Y"
10007163,"UNIVERSITY OF WARWICK","(L3.19) Psychology","Non-graduate job",0%,,50%,,0%,,0%,,0%,,5%,"Y"
10007163,"UNIVERSITY OF WARWICK","(L3.25) Chemistry","Graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.25) Chemistry","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.26) Physics and Astronomy","Graduate job",0%,,75%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.26) Physics and Astronomy","Non-graduate job",0%,,25%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.32) Mathematics and Statistics","Graduate job",0%,,75%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.32) Mathematics and Statistics","Non-graduate job",0%,,25%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.33) Operational Research","Graduate job",0%,,95%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.33) Operational Research","Non-graduate job",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.35) Computer Science","Graduate job",0%,,93%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.35) Computer Science","Non-graduate job",0%,,7%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.36) General Engineering","Graduate job",80%,"Y",80%,"Y",0%,,100%,"Y",0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.36) General Engineering","Non-graduate job",20%,"Y",20%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.37) Mechanical, Production and Manufacturing Engineering","Graduate job",0%,,90%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.37) Mechanical, Production and Manufacturing Engineering","Non-graduate job",0%,,10%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.40) Electronic and Electrical Engineering","Graduate job",0%,,90%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.40) Electronic and Electrical Engineering","Non-graduate job",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.41) Civil Engineering","Graduate job",0%,,80%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.41) Civil Engineering","Non-graduate job",0%,,20%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.52) Economics","Graduate job",98%,"Y",92%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.52) Economics","Non-graduate job",2%,"Y",8%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.53) Politics","Graduate job",80%,"Y",70%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.53) Politics","Non-graduate job",20%,"Y",30%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.54) Sociology","Graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.54) Sociology","Non-graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.58) Social Work","Graduate job",100%,,0%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.60) Law","Graduate job",85%,"Y",55%,,0%,,0%,,0%,,95%,
10007163,"UNIVERSITY OF WARWICK","(L3.60) Law","Non-graduate job",15%,"Y",45%,,0%,,0%,,0%,,5%,
10007163,"UNIVERSITY OF WARWICK","(L3.61) Business studies","Graduate job",90%,"Y",80%,,0%,,99%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.61) Business studies","Non-graduate job",10%,"Y",20%,,0%,,1%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.62) Marketing","Graduate job",100%,"Y",0%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.63) Management studies","Graduate job",90%,"Y",90%,,0%,,100%,"Y",0%,,100%,
10007163,"UNIVERSITY OF WARWICK","(L3.63) Management studies","Non-graduate job",10%,"Y",10%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.65) Finance","Graduate job",95%,"Y",80%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.65) Finance","Non-graduate job",5%,"Y",20%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.66) Accounting","Graduate job",0%,,80%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.66) Accounting","Non-graduate job",0%,,20%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.75) English studies","Graduate job",0%,,65%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.75) English studies","Non-graduate job",0%,,35%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.78) Classics","Graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.78) Classics","Non-graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.79) French studies","Graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.79) French studies","Non-graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.80) German and Scandinavian studies","Graduate job",0%,,70%,"Y",0%,,0%,,0%,,0%,
10007163,"UNIVERSITY OF WARWICK","(L3.80) German and Scandinavian studies","Non-graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
